AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Image_Name
1416,3998,2289,3021,2544,7935,3110,4326,5927,5923,885,1005,3239,227,-1
2356,7440,6771,3914,7187,3538,6370,2355,5445,6443,3750,4829,6311,7359,-1
2562,7441,716,5305,513,1759,6167,1929,5656,4009,606,3800,5680,3319,-1
5612,6131,2185,7178,6124,5830,8290,1860,3782,4177,1834,2820,7206,5788,-1
1833,3442,5717,6001,4351,3494,3132,2778,8263,5345,7193,3577,4575,2039,-1
2616,5858,2090,2011,3045,7126,7884,6180,3327,4338,4896,5852,2978,6183,-1
5132,206,1315,6890,3375,3030,3212,1569,6963,7822,1596,7831,4215,563,-1
3777,3927,1807,4087,5642,3628,1365,4399,1871,854,3125,2418,3122,2125,-1
2987,5598,189,7406,2602,1512,6774,4306,4976,7633,7384,3164,7519,3486,-1
890,5393,3466,7707,2114,719,6326,247,3098,3365,2571,3062,3,2179,-1
6993,3941,263,4901,4118,1154,4635,637,6860,7410,1404,3211,3318,5527,-1
2754,7868,1615,6548,3228,6804,2221,406,4681,3136,1467,4830,3531,5436,-1
589,5693,5206,6740,2182,6965,5311,3291,4857,4288,8399,1043,1383,6425,-1
6849,3715,5483,8162,358,6037,3986,2643,3543,2884,3476,619,5463,2451,-1
2022,5200,4113,6054,2024,4205,2107,202,3961,7653,5414,4384,5171,4367,-1
2022,5200,4113,6054,2024,4205,2107,202,3961,7653,5414,4384,5171,4367,-1
3164,3914,107,5926,1087,3676,1907,1951,3844,7847,1663,1200,2037,7737,-1
341,7736,4588,26,5071,2574,398,3660,3751,2915,880,4633,5478,6977,-1
3030,7137,6836,6948,3102,5714,1216,918,7464,1167,5933,7010,5851,1707,-1
4783,7614,8054,389,2708,5331,1179,2561,2966,1403,4803,111,6053,6513,-1
449,5328,3622,4411,6293,5205,4957,1646,7861,1071,7086,5558,381,2407,-1
4193,8184,7967,5275,516,6598,2351,1987,5065,1769,2049,977,38,5123,-1
6016,4425,4532,1532,5744,4250,4086,7060,5402,2448,8122,7695,6091,992,-1
4211,2834,7277,7270,6489,4104,3374,2329,234,5122,7010,4931,6217,5707,-1
281,3650,3612,4089,4241,2642,1636,2536,5022,4919,7903,7879,5198,710,-1
7431,4370,3046,1153,3377,5689,7121,527,7131,2028,1872,6153,3939,5610,-1
288,5624,5489,5176,8128,1657,14,6477,5574,6863,647,525,4131,3547,-1
4509,4518,961,4129,8232,155,7696,8101,2995,6179,871,4794,585,3449,-1
8337,7645,4681,3546,2450,4560,5313,3742,5294,5440,7105,7442,7144,4350,-1
41,2304,597,2869,5125,4576,3879,250,6990,7004,7910,1310,7221,3233,-1
7243,6685,7598,1090,4168,3813,173,2827,4305,1136,102,2189,6931,7960,-1
7823,1507,3559,6054,2149,4615,3762,6103,8188,5127,7751,321,6224,7386,-1
1095,7744,4651,5473,1219,4661,422,5203,3517,1771,4938,7557,3092,5293,-1
2029,7631,333,3790,1644,4746,531,1934,7725,7990,6271,6728,5771,3546,-1
6749,1194,8372,3555,6886,566,1878,1731,8204,3131,7861,4127,6591,4502,-1
1973,6000,355,1218,6306,2193,8286,433,887,3523,3707,1165,4172,5439,-1
1230,3905,3766,8172,1346,2617,7177,4473,5634,1580,3630,2872,116,3328,-1
6705,1996,1138,3836,6071,1597,3538,5581,6662,1085,5715,4012,3165,7978,-1
3350,5242,5105,5754,2682,485,8316,7568,6171,4688,8351,6991,3856,4756,-1
6073,8007,6490,7718,1625,8222,1408,2660,2220,8070,682,6398,4607,5068,-1
5598,7765,6399,8366,5211,145,4389,7095,2413,8375,2012,6925,2935,6043,-1
5389,4412,3159,6897,3073,2439,5973,5019,7207,3172,2952,523,7571,1828,-1
378,7197,7122,8002,5369,5555,750,848,4856,3214,766,1588,86,7056,-1
6646,5982,2568,7177,320,3272,5000,3636,1264,1265,1357,4387,1455,2135,-1
5183,5591,5891,1030,7715,8377,6788,2435,5664,7178,1723,6856,3548,6311,-1
2186,453,7230,2232,4626,3010,1854,4681,8304,2091,6521,3339,1470,1905,-1
5153,1282,6748,1860,227,7329,5398,6166,4245,2212,1977,58,7163,941,-1
5367,6390,5135,5769,4072,4305,3615,3624,7542,6210,8044,6163,4664,1998,-1
5148,4204,5018,2627,8326,1674,1135,2806,3395,1765,4572,2933,2372,2133,-1
1324,6915,4009,7757,6373,654,7277,4956,2454,8146,5984,5454,4795,2716,-1
4219,1252,1548,4385,5168,2289,5382,422,7881,5722,1538,984,1986,5787,-1
4867,6972,8336,483,6550,1244,3254,3311,5055,6330,4433,5392,4366,4557,-1
6952,969,1233,6622,3606,7591,5543,7082,4864,6266,4614,1765,7949,7836,-1
6446,3275,4442,4941,5888,2129,3726,2661,8332,3236,3552,4322,1702,7709,-1
321,555,7189,6959,492,4874,7331,2724,7965,2915,7989,838,1974,5334,-1
1961,6039,7171,4094,2492,4235,2149,3234,5558,1719,2366,6224,7812,5524,-1
1016,3839,4787,7158,4547,4359,4026,6271,5005,7425,3502,46,4891,1664,-1
3448,7897,2659,4877,2911,347,2931,5117,3660,8025,7588,5970,2127,4159,-1
7683,6609,7390,5974,1698,1550,8057,6059,7760,3704,2378,7948,2459,1023,-1
7482,3285,1765,6501,1503,2230,7919,5997,5367,2833,5370,8342,4092,7230,-1
999,6801,2278,970,6710,7552,6513,2033,520,2489,7207,3385,749,2981,-1
1445,6049,2824,7112,4842,4503,2139,1550,6311,6249,6807,1564,3163,1671,-1
7907,7708,199,1142,7927,610,8210,5229,7226,3161,6280,27,4144,3231,-1
3809,4505,5372,251,1029,7948,8190,7035,6891,1824,187,5061,6054,2511,-1
5210,6398,4637,6397,1361,8209,4589,4434,1293,2210,5036,1491,2417,8024,-1
1545,1126,2895,1253,7515,5216,3426,8164,7333,2532,7096,3951,4527,7085,-1
4309,3446,858,7208,4556,7472,8311,3787,6630,1305,151,8325,2059,5287,-1
8280,429,6631,2728,5127,6450,4506,574,7203,2166,1738,4243,6572,6372,-1
5241,6004,7958,9,4290,1409,974,5935,4268,1628,475,5566,536,7665,-1
3701,166,1611,3248,3021,7492,2031,4434,1293,2210,5036,1491,2417,8024,-1
8248,2585,951,8052,784,3310,2770,162,5569,1570,7035,4188,2166,7996,-1
1582,4966,3477,1135,4294,7295,6662,549,4147,4523,900,4113,6988,6359,-1
5450,3395,1092,7641,744,2423,6498,6702,4281,4713,547,6122,2920,6636,-1
5764,4225,1523,5836,5446,6853,237,2863,2962,5437,3677,8042,593,2471,-1
4648,1784,5256,6068,4009,823,6999,2536,5022,4919,7903,7879,5198,710,-1
884,3580,5143,6094,2225,853,1177,5214,3139,499,1890,892,241,6752,-1
4344,4465,1390,1691,3332,1661,3804,5640,910,163,4061,1210,881,6686,-1
7451,3343,371,1667,1702,7264,7544,312,4113,5843,4220,5192,7530,6308,-1
2402,2178,2416,7024,851,2371,4665,5325,2439,8033,2612,1201,3317,2872,-1
1744,3684,5143,6004,7006,4985,2387,7630,6274,6639,2022,6638,4367,2908,-1
7954,1332,2454,5474,6329,120,435,6933,7103,1443,5755,1426,3893,659,-1
7069,2881,2825,4573,6719,5497,4493,7723,4467,5651,5932,6676,6232,4747,-1
1359,5949,2431,6241,4103,2817,4628,6513,4866,8262,4582,5748,7206,643,-1
7648,8052,7082,3320,2364,363,186,624,5181,7178,439,7738,6281,5399,-1
5210,5645,5357,8252,1291,4431,6425,6213,2481,155,5511,7401,4554,901,-1
7453,318,234,7609,4504,5789,2981,640,3932,7875,4911,7360,4412,4718,-1
4418,152,3841,2407,3526,2524,3407,5811,4327,7007,4247,686,4434,6011,-1
8337,4816,5879,3204,2829,2871,7985,7595,4963,2223,5253,1841,8356,2046,-1
2584,3034,1569,7396,4676,5005,7119,5048,3938,7627,1171,232,318,5250,-1
6615,7466,3643,8257,2936,6711,5389,5466,6899,6287,8374,8259,3259,2843,-1
748,5471,7064,435,359,7496,741,1735,5002,3295,8144,6506,3738,1283,-1
2178,3804,958,3346,8110,5552,3122,897,3408,6489,1554,500,3409,1799,-1
3420,3045,5704,1061,3827,3451,5867,267,4771,2050,7968,2322,3276,8239,-1
7513,6138,5278,7362,5484,6168,3372,5753,6528,4694,1353,1618,1252,254,-1
5572,4602,952,5796,3965,6462,6481,3576,8272,7362,567,6364,1133,7608,-1
5637,7745,6926,4706,4145,1953,2415,1352,6244,7372,5883,6941,5133,1027,-1
6643,5537,187,4984,5143,7118,1471,5807,6108,6246,7513,6762,5234,5058,-1
1065,6281,1975,465,2085,8129,1355,1847,2981,1073,3068,5211,4971,522,-1
5511,3248,1215,6299,705,4419,2751,5359,1370,3578,7384,5579,650,378,-1
2216,56,1655,8356,5803,3149,3015,2255,6937,5106,4786,7626,6434,4389,-1
7386,7420,600,141,3821,998,3548,5505,1289,5418,2210,8397,5322,7335,-1
2903,308,6743,8085,8272,7501,8078,6701,7314,1451,6951,3203,6708,8368,-1
4076,7714,2662,674,4441,5178,4114,5631,2330,8377,7380,6194,8099,5647,-1
5703,7407,155,7115,6006,5258,1522,1919,1347,2669,2585,823,6766,2645,-1
3918,3429,8298,579,4894,4065,2588,8291,4250,4610,2030,28,2724,5774,-1
7485,5276,2140,4512,2870,3758,4835,2277,3909,7516,1375,3238,7743,3396,-1
2874,4621,3233,3627,4003,1849,6894,5064,6261,7036,4618,3193,7220,4667,-1
1177,2229,8069,47,4910,526,973,4057,481,2701,6185,6173,2507,6432,-1
3811,8126,5351,3231,6928,3473,7631,4700,939,2545,2069,4963,4863,6596,-1
7244,2148,7893,2342,4990,8373,7456,7380,7529,6103,5785,8011,1808,539,-1
7478,1450,5767,1574,3612,6526,1718,8281,4131,6684,3366,4114,5117,5221,-1
2183,8321,760,6869,3497,2044,3596,949,2507,1084,3442,2141,6426,4674,-1
5634,2140,3666,6254,2658,7284,519,6865,4339,2988,2375,5805,5022,7347,-1
5234,5870,2259,6148,2583,8124,6419,5343,4231,1617,1321,7300,490,3595,-1
1010,3503,2005,485,957,7369,2423,6834,239,3779,7790,7497,4123,854,-1
6046,5635,6442,6826,5335,2174,1997,7333,2235,6628,5903,4357,4830,362,-1
4185,2007,1493,7715,6814,5369,5229,4146,6451,4222,1372,688,5830,4040,-1
8114,6331,198,235,3718,5135,4697,851,4172,5447,3809,4907,7344,3817,-1
4737,5758,2594,283,5661,5889,8316,3157,2640,5236,6099,4141,7843,5757,-1
7795,1610,6718,2964,2569,916,628,8378,5676,2548,4222,4204,2256,2675,-1
8185,3457,3042,2791,544,4984,2334,4769,7208,3390,5963,8041,1654,2878,-1
967,5149,458,2589,7450,5235,6503,6856,7475,4838,7001,8334,1982,5762,-1
2712,6241,3811,519,219,7798,6738,2604,7690,3604,4174,7922,8361,8021,-1
485,4018,3087,6922,7863,8009,1585,1188,8059,3077,3488,2160,4105,7173,-1
455,370,6399,2459,3191,8167,5757,2137,2171,413,7294,7208,5070,8141,-1
8259,3278,7386,7070,6691,1078,1939,3484,2866,3698,2058,8036,8400,7715,-1
1359,4443,2646,3641,2057,2109,6486,252,4262,1782,2345,3978,6283,7220,-1
5567,1724,8261,2868,1916,4301,5606,2297,4158,1494,5335,3501,6714,5030,-1
4108,23,6314,4251,3312,3632,6228,2295,2294,1285,2910,4339,4242,7542,-1
6293,5179,6213,5504,3405,183,8291,1608,2977,2687,738,1660,5995,2968,-1
17,5666,6626,7671,4936,2810,2537,5313,4507,8042,4545,5392,7902,1266,-1
6434,3737,6922,6829,4755,663,7099,665,1127,5688,2650,7430,3996,1878,-1
6751,5359,1436,7492,826,6909,7637,2138,6946,5657,4994,5250,629,3021,-1
4975,3103,1004,3085,4648,5763,6310,738,4103,2633,681,3461,6521,554,-1
1682,5544,5011,4372,2348,1048,2426,443,4229,4450,3336,3503,2801,2220,-1
7974,7090,382,4078,147,662,7946,4582,4346,6188,6885,1226,6547,6029,-1
5243,3429,2527,2103,4435,5385,8113,2618,7377,3228,5408,1091,2238,1533,-1
1067,3419,891,2323,4512,5504,5338,6510,2772,7006,8339,7041,5758,1425,-1
2646,6918,8282,1636,1853,7685,3909,7698,4072,2752,6792,7647,6558,7869,-1
6770,435,1745,1523,501,6716,2645,1159,4918,6549,7841,4077,395,1333,-1
4775,7106,4424,5447,6686,6765,7516,4904,1336,1345,8287,4357,5544,7153,-1
296,3677,7370,3196,1820,3214,1123,3159,4676,227,3033,541,7167,1845,-1
5528,4902,1489,4354,2678,4552,1923,8158,3634,4318,798,408,5439,6367,-1
6309,5171,8028,270,4572,4137,5287,4400,3948,5675,4371,7614,1227,3315,-1
3405,6262,6633,8169,3028,3802,1390,5937,3535,5988,2733,6186,7587,6377,-1
5663,8322,6582,3953,3138,2374,6882,1460,2830,3384,7706,6945,1587,7667,-1
515,7695,7410,619,701,1747,6979,4687,1935,41,6711,4334,3558,3730,-1
6618,6671,4656,7443,4110,5781,5531,3362,6611,2689,1763,7119,1132,5112,-1
7882,3296,5553,5561,8063,5127,4457,2352,7187,3560,6569,7586,8182,7676,-1
5770,6478,7582,5353,490,6627,3724,7150,4890,3212,6382,1464,7613,7449,-1
1962,3788,1818,6863,988,7067,6713,8226,676,6745,6233,2108,1668,8290,-1
2872,5156,135,2991,7398,2448,4746,6213,2481,155,5511,7401,4554,901,-1
7804,6823,2976,4629,7907,3670,328,8213,3113,5405,1850,5759,2174,5411,-1
357,663,2790,2151,7511,1447,453,5712,6871,7214,2651,5220,6717,4271,-1
4809,2544,7793,7060,1306,2286,2976,1575,422,2823,4468,3909,2950,1326,-1
7896,2564,2184,5976,5273,6582,577,807,6507,1257,3076,945,6745,1317,-1
5656,4962,7966,2653,3865,1654,6076,3890,2449,6020,2611,818,1445,3886,-1
5734,6403,4760,8358,5854,5077,5041,573,5030,8378,5306,1625,2233,7024,-1
7307,6344,29,6983,3631,7799,5230,1646,5536,6427,4876,8089,2697,7778,-1
5531,4857,4355,1310,5145,1537,2998,2730,6933,7797,5058,1339,5742,4653,-1
1361,1933,7754,2191,6869,3634,3908,5122,5760,2169,762,5518,6251,2076,-1
8305,4276,2832,42,1081,7447,1453,6173,1637,4863,1012,5390,6045,4587,-1
6837,205,7985,759,1641,2307,4884,1357,6300,5437,4648,3623,6322,5494,-1
5132,192,3999,3655,4259,1053,2458,2018,722,7607,7227,8247,4166,6578,-1
7329,5502,4577,2098,557,2120,1413,5928,2397,2772,7998,6085,7673,1197,-1
2024,1941,827,7108,3152,4909,719,675,2050,5795,7692,3219,2408,3674,-1
6846,2572,2059,5496,3567,4521,7294,7750,5138,894,4192,3328,1548,4743,-1
7783,6817,6704,8257,924,4527,3955,3777,2233,3504,4787,3888,7742,7585,-1
6688,3934,797,494,6757,8203,5897,4325,7773,2122,6159,6037,7750,915,-1
7499,935,3170,2720,7284,2738,3005,317,5152,2421,1585,7494,5160,1896,-1
6885,1065,3059,5699,5564,2933,5838,6538,7225,7213,1110,2648,6774,3504,-1
5507,6013,621,3721,7024,7526,5421,1934,4819,2588,8344,52,4984,635,-1
335,4686,3026,1969,6124,1004,8135,6657,5865,4516,3465,4175,4951,3160,-1
5619,3304,3628,3424,1502,7902,6469,107,5753,4223,5807,8077,4566,2895,-1
1291,8352,6758,1579,1714,5611,4086,1618,4558,204,8314,7039,1201,7127,-1
1356,6643,2389,82,92,5826,7343,5122,3924,5697,2394,8099,629,5489,-1
7242,4588,5284,5605,2328,4822,6749,7870,3751,5817,8263,3154,4651,8068,-1
1595,3768,2207,1441,4567,385,2058,5385,6911,3013,1405,7886,2443,3694,-1
1634,6450,6915,7547,7290,4923,2830,7930,5841,5485,1391,6153,6426,5216,-1
8383,2205,4352,6785,4810,3821,6448,1290,5421,7323,1234,3477,2921,992,-1
6587,7632,5180,1209,7348,4192,7307,1304,1341,6517,4580,5510,7532,1270,-1
5789,1014,5201,6830,5992,6483,1904,410,5414,3715,5473,4636,8017,2297,-1
770,7215,4024,4898,7806,4170,4927,3634,7053,4020,2256,7320,2296,6401,-1
4734,2692,781,4215,5294,4100,3317,331,2103,6342,1971,4331,7771,6816,-1
380,6219,6770,5379,404,3603,4479,7473,3053,268,121,2,5463,3310,-1
703,1388,7747,163,1899,1834,8362,2091,4503,2372,4437,6600,6618,7822,-1
1083,7662,2935,8327,7971,8216,1460,4296,4911,123,1253,4568,2229,5735,-1
1836,599,3524,8274,917,7672,7496,6105,46,1248,5615,6656,7243,2608,-1
7450,6101,2082,2274,3822,1516,8369,515,3234,7759,5783,618,1156,1512,-1
7514,7875,3331,702,1489,1317,4449,2111,2086,3879,5338,327,494,584,-1
4519,276,1860,3434,3167,3922,8212,1659,7841,8331,7830,595,6356,4990,-1
7018,6807,2402,2666,2507,3279,1454,2724,7965,2915,7989,838,1974,5334,-1
1732,5575,5918,7587,4451,7798,518,1043,5768,7598,3418,4664,1790,7258,-1
20,233,2922,4694,2490,2020,1704,3683,5938,5902,3887,983,7627,3341,-1
6536,1987,3032,7738,2663,5525,2670,8378,7440,6350,984,585,3455,6187,-1
356,4294,5805,3857,3768,5388,5704,6659,7327,3353,523,4087,2361,7498,-1
975,680,4138,6267,1162,1461,3134,3025,1073,7914,3541,7678,1746,5391,-1
3452,3663,2428,4713,3486,7426,6301,998,1247,6082,7317,3495,4892,7821,-1
8165,438,5385,7413,7385,2323,1143,3859,3867,2644,5127,317,2398,7083,-1
6715,4395,3074,4624,5374,8342,4051,2751,6197,555,4001,7776,7875,5525,-1
12,458,2918,8291,6650,1492,5681,5514,6732,5455,3864,5191,3455,7384,-1
7793,5079,795,5194,775,6301,7772,1271,7211,5506,7365,6615,4546,7791,-1
5267,5027,6619,82,1113,6305,2589,2628,1559,3566,5280,6784,806,6393,-1
5467,4345,1046,2682,6467,4969,5509,8347,3002,6644,1618,7722,6274,1711,-1
2483,7357,4676,2488,1036,7426,4809,453,6764,8368,1066,3878,721,5738,-1
8353,2401,7427,1192,7659,6827,5605,6977,4703,5363,203,4979,3484,2434,-1
673,2234,5526,3196,4712,8351,3512,6111,6482,2412,3930,990,1525,3253,-1
4350,7657,1044,1360,15,808,5008,1685,4926,6208,3071,3859,1438,8177,-1
2974,4448,2209,7922,6588,499,3571,4151,7574,1007,5995,8344,160,1086,-1
4973,5266,4697,7488,598,5692,5214,1746,2605,6113,7653,53,5571,2569,-1
5148,6702,2545,800,6518,6024,7482,8153,3747,1100,3394,1070,7328,581,-1
2446,3042,1723,4094,1177,2761,841,1599,3839,1092,2332,5718,4043,2213,-1
6172,2346,5797,3919,6442,176,4548,3113,3938,821,144,3946,3875,6200,-1
5952,5152,5565,2699,827,6863,2650,8318,4417,1764,1397,3413,7828,4790,-1
7467,6914,6824,5393,2642,421,6661,405,3023,7098,7475,1296,6246,7431,-1
5357,1280,6287,6383,6206,6741,6014,7945,2371,4765,6450,4706,8373,7979,-1
4837,2048,3271,2839,1636,7302,1705,1431,7516,1818,7813,1581,7859,4957,-1
3637,6037,7999,7306,3374,4874,6330,1042,1403,4484,553,564,5437,4611,-1
3490,8175,46,4939,4691,3431,3772,2844,5707,7319,5392,6422,3107,5734,-1
5764,1488,7927,5486,4351,4611,2478,3207,5834,6542,4715,1227,1098,1477,-1
5359,6719,6828,502,4299,272,6576,3470,5862,543,6785,7752,2519,7073,-1
3067,2685,1663,1081,922,1261,3384,250,6990,7004,7910,1310,7221,3233,-1
1030,5597,3720,5655,5368,7944,6551,590,2334,7178,2784,6859,5611,3136,-1
4188,3707,5177,6830,2761,1706,4976,2566,3410,3221,728,6987,3074,3643,-1
6199,6672,3311,3957,3019,6380,3565,221,1257,4939,4202,3147,8387,6989,-1
2738,6668,3729,4108,3090,7548,4038,3315,2396,8234,7578,3183,839,1238,-1
4689,2963,6930,1965,5637,6613,547,2618,7377,3228,5408,1091,2238,1533,-1
1646,7337,7893,4630,4061,8285,510,6655,8342,3171,5143,85,557,3483,-1
2999,3384,1892,51,2742,2756,2105,3889,2101,1875,8383,7312,7295,328,-1
2178,4746,7763,6448,6787,6824,3089,6746,7052,6118,7437,1951,3525,3476,-1
2870,4253,4955,161,4010,3621,4030,3573,3728,3776,2966,423,5186,492,-1
8365,6815,3977,5302,5533,4752,6488,6111,6482,2412,3930,990,1525,3253,-1
6938,3833,2634,1842,2083,7669,4318,8402,3616,4931,7941,2752,3167,6113,-1
5632,2057,6700,494,4289,5291,2292,1417,2322,2955,5417,2832,7312,5196,-1
8382,2438,1349,7055,2190,5051,3071,4286,3772,4873,7832,4139,841,192,-1
5388,6318,2022,5375,5170,6997,7927,653,8156,1564,2720,2104,783,986,-1
6548,1382,6132,5854,5630,3267,4710,6111,6482,2412,3930,990,1525,3253,-1
6632,1531,431,273,6695,7785,6963,1318,1816,1341,6955,6368,5229,7351,-1
3020,4836,7506,703,3906,2357,132,2382,5179,2304,3630,1223,6482,8112,-1
6624,6035,3905,5238,2008,545,3380,3578,2518,192,4578,1128,6073,2494,-1
3979,6325,5857,746,8195,1794,8081,5666,7913,6801,4564,4351,2527,2635,-1
1321,8117,1185,5156,7187,3997,6617,3684,3735,7645,3663,2332,7205,3376,-1
7435,2949,3290,5951,668,603,35,959,8077,1807,6692,1176,2,5171,-1
7862,2116,5681,2069,8326,732,623,8103,5562,3652,3368,1472,7769,1684,-1
3128,1190,7137,3121,6074,590,3125,5585,3522,3962,6138,1567,3186,3787,-1
4565,4852,4195,1085,8392,1127,5173,3301,6875,1836,4041,180,4259,5389,-1
5997,2484,2304,8031,7882,1949,1757,5879,4436,2285,7813,3446,5237,1051,-1
1488,4467,7384,4377,2387,3090,5399,6802,390,7824,6359,6205,2143,5202,-1
6045,2497,132,5850,1288,3261,7184,5594,564,7010,2832,7681,5201,525,-1
6541,702,6466,5574,2988,5767,2741,246,3550,1455,4132,649,4418,6204,-1
3232,4975,5445,3213,7626,2405,8272,3824,4262,6710,8016,889,1875,6034,-1
1768,71,6771,7516,1602,2463,962,7888,2808,3891,523,5217,4042,4613,-1
671,398,3649,5045,1695,8343,5405,4017,7640,286,681,553,1725,4069,-1
3318,209,2067,5917,5390,2491,380,5991,8338,2050,2452,7938,5230,1659,-1
1824,707,3757,4272,6770,4789,7571,5578,7390,3267,5638,7546,684,2752,-1
5462,5521,1654,8298,1149,3344,2145,6418,1964,5772,859,6128,5867,7688,-1
5143,5317,5304,8182,2015,4471,5389,399,3331,5609,687,5601,1590,5263,-1
6262,4534,3861,1492,810,2329,611,4103,288,822,2961,6792,585,7553,-1
1843,3542,1048,2930,6447,1523,6210,4750,4899,5373,7623,6367,2012,4694,-1
2174,649,4474,3570,930,2127,6246,7626,3963,7135,268,4688,7984,6985,-1
2137,7009,641,8156,4741,4035,4488,6917,2921,7137,6705,5848,3846,5850,-1
1310,2611,7951,5794,2934,2567,7129,1900,5768,6157,3343,2136,6298,8081,-1
6556,2470,3414,2436,5128,6461,1568,2395,441,7681,3432,2343,7918,6744,-1
150,4671,5557,4006,8022,6155,5885,7247,3417,6110,1612,4584,2637,4951,-1
203,4830,2291,8353,1634,6006,7606,3392,790,3921,374,3230,7317,5987,-1
4108,6304,327,6313,6583,7961,3388,5521,1986,2482,5196,3576,5235,4073,-1
6867,2677,6244,7751,1430,5834,2202,5948,30,805,7153,6259,7363,6101,-1
6300,7745,1182,3277,1036,6010,4950,338,2967,1370,4036,5963,1678,776,-1
6677,2526,1183,1289,5092,5871,983,1273,7103,7517,7971,6848,6885,1542,-1
2726,6893,4235,7712,3956,4273,6648,2528,1132,1790,1144,1081,4005,234,-1
4631,2168,2010,6244,1168,3122,5865,3303,3759,1485,1945,2210,7813,466,-1
8213,6101,3166,2227,7765,4710,7581,4956,2454,8146,5984,5454,4795,2716,-1
3886,3501,1008,7381,5941,2643,5245,7448,7946,1778,3836,4850,1859,7108,-1
8322,5694,412,4114,6660,300,3101,2323,3795,1375,1413,5127,3175,4115,-1
702,2981,3624,1476,6289,2232,8367,5613,7905,597,1456,1807,3179,4456,-1
6262,3544,5042,3077,16,4046,7808,3970,5192,5486,1718,1082,3243,7305,-1
1110,5109,6174,5359,6500,5351,7759,516,5793,4688,5796,3723,3754,6612,-1
7974,8291,706,6998,6992,3554,3614,751,3642,5773,7944,802,6771,4006,-1
2885,6315,1284,933,4569,8028,6434,1202,7314,7862,6155,5798,2856,2980,-1
6442,1848,7373,1943,240,5389,4281,3759,5587,7838,7094,8238,7553,4581,-1
1065,8378,5972,5523,601,958,5305,1214,2043,321,879,5712,3887,3558,-1
8119,1891,4143,4967,7165,556,4773,6137,6071,4218,1074,8108,2331,632,-1
6233,1008,4188,6965,3586,6294,193,5524,4829,7327,4624,4137,8132,639,-1
8231,2224,6031,6826,3291,8074,2435,3981,3803,5250,222,1981,3265,2908,-1
93,8289,141,5623,6742,2851,2594,4542,5631,5358,2137,7998,6513,1409,-1
1847,90,1249,3663,1822,1270,5912,6141,8174,1815,6002,3994,6545,5711,-1
8359,6548,4390,7390,1158,763,1006,5519,4008,2123,4304,2509,5728,175,-1
2791,7288,3562,705,3873,1345,5960,4901,2463,5478,4640,7913,322,6973,-1
7651,6691,4893,2706,5232,4890,4439,5088,1309,4981,1561,1672,6716,2873,-1
1001,1900,1339,681,1386,2414,8131,1877,5087,4511,2152,7472,2948,7805,-1
190,5041,3423,7677,6623,3513,2283,1703,151,7709,5081,4250,6833,628,-1
1584,4909,5548,6044,1439,7926,1965,1731,8204,3131,7861,4127,6591,4502,-1
7396,3774,193,206,6397,4243,4323,2663,2969,4535,7676,6636,3113,4125,-1
4620,601,7723,4368,4790,2176,6614,5695,5430,6554,6848,5075,6137,4853,-1
7291,2475,7262,8258,2658,6842,105,6713,623,95,335,7333,1626,6968,-1
3781,916,6952,7136,798,6283,366,5692,3756,5215,3858,4074,358,4756,-1
1703,6333,5732,3494,733,3182,5931,1416,3167,5910,223,88,1045,587,-1
6486,7433,7882,4210,1247,3491,3963,6381,5410,6962,5853,8387,568,1164,-1
303,4518,7982,7747,4397,1850,4791,4057,6925,3585,6896,2937,7889,6349,-1
6382,798,4245,3743,3384,1714,5314,2296,2889,5730,6720,2862,5160,2343,-1
7147,6543,3655,7232,3702,7326,5962,6825,7950,5106,5056,7835,2070,4391,-1
2416,2766,6721,7358,2377,7198,149,5507,3723,6293,2361,5314,8351,4949,-1
5233,5642,1796,2444,2737,5877,749,4674,8227,2356,2193,820,8097,7917,-1
929,3388,5804,5468,973,5743,5467,8139,1011,4613,2322,8087,7886,1687,-1
5176,5035,869,5981,7088,261,4371,3009,7344,610,6637,190,8317,7124,-1
3695,2682,4961,1649,7655,1316,2092,1090,6145,6209,5681,1145,6838,4307,-1
2657,1585,7337,2673,3735,2052,4801,7228,6744,113,5608,7792,7071,3631,-1
2731,262,7449,2616,2852,1365,6758,523,7948,8161,1481,2113,5979,4791,-1
5744,928,2551,7728,1046,1688,2062,6963,5642,2906,7071,5262,2984,5866,-1
5730,1944,7165,1981,6781,1051,4758,488,1038,5592,3496,4428,6416,4579,-1
526,0,4383,7506,4804,1245,5502,8359,4983,8016,4833,3137,323,8050,-1
8130,3739,4135,231,5151,7030,28,2167,888,5475,4819,3708,4715,6545,-1
787,7457,2261,3278,2589,7841,1129,203,4534,1044,755,2508,5830,5540,-1
3471,2073,349,2405,1286,8256,1347,5118,2013,4502,516,2694,3623,650,-1
3168,7621,4309,2954,5941,8174,5186,2956,6543,3708,6013,637,3168,7468,-1
3438,5625,820,6014,3854,4146,4458,5623,2103,4280,468,2748,2859,3138,-1
2383,7183,1811,2666,88,5307,7944,4687,1935,41,6711,4334,3558,3730,-1
1401,5388,2932,6384,158,6908,1750,6945,8338,704,1393,963,4132,1209,-1
7637,5272,4828,5483,6854,8223,2846,4753,5993,6550,4712,5167,5883,2004,-1
3785,2251,4397,6171,2363,4758,1596,2191,5254,5826,7340,5027,8354,4785,-1
2045,1692,7235,4489,3792,1016,5055,3777,63,6417,8291,756,5005,6146,-1
